orig_linha,data,modelo,imei,valor_venda,brinde,custo,lucro,pix,dinheiro,cartao_credito,cartao_debito,troca_aparelho,soma_pagamentos,diferenca,formas_pgto,tem_troca,modelo_troca,valor_troca,pagto_junto,pagto_junto_grupo,pagto_junto_total,pagto_junto_restante,vendedor,vendedor_id,loja,loja_id,estado,observacao,precisa_revisao,motivo_revisao,entendimento
14,01/05/2026,IPHONE 16 PRO MAX 512GB NATURAL SEMINOVO,355138329035488,5525.0,25.0,5150.0,350.0,5525.0,0,0,0,0,5525.0,0.0,pix+pagamento_junto,NAO,,0,SIM,1,11050.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 1/2, total grupo R$ 11,050)",NAO,,grupo 1 (14 e 15): valor da venda = 5525 | 5525 pix = 5525 | grupo R$ 11050
15,01/05/2026,IPHONE 16 PRO MAX 256GB NATURAL SEMINOVO,353484624594932,5525.0,25.0,5000.0,500.0,2775.0,0,0,0,2750.0,5525.0,0.0,troca_aparelho+pagamento_junto,SIM,IPH 15 128GB,2750.0,SIM,1,11050.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 2/2, total grupo R$ 11,050)",NAO,,grupo 1 (14 e 15): valor da venda = 5525 | 2775 pix + 2750 troca = 5525 | grupo R$ 11050
16,01/05/2026,MACBOOK M1 SPACE 8/256 SEMINOVO,C02G79MTQ6L7,4100.0,0,3900.0,200.0,4100.0,0,0,0,0,4100.0,0.0,pix+pagamento_junto,NAO,,0,SIM,2,10360.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 1/2, total grupo R$ 10,360)",NAO,,grupo 2 (16 e 17): valor da venda = 4100 | 4100 pix = 4100 | grupo R$ 10360
17,01/05/2026,IPHONE 16 PRO MAX BRANCO 1TB SEMINOVO,357177506679088,6260.0,25.0,5350.0,885.0,2310.0,0,0,0,3950.0,6260.0,0.0,troca_aparelho+pagamento_junto,SIM,IPH 15 PRO MAX 256GB AZUL,3950.0,SIM,2,10360.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 2/2, total grupo R$ 10,360)",NAO,,grupo 2 (16 e 17): valor da venda = 6260 | 2310 pix + 3950 troca = 6260 | grupo R$ 10360
18,02/05/2026,APPLE WATCH SERIE 11 46MM SPACE GRAY NOVO,KXJL4WFK4P,2450.0,0,2350.0,100.0,0,0,2450.0,0,0,2450.0,0.0,cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2450 | 2450 credito
19,02/05/2026,IPHONE 14 128GB BRANCO SEMINOVO,350671525377135,2199.0,35.0,2050.0,114.0,2149.0,0,0,50.0,0,2199.0,0.0,pix+cartao_debito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 2199 | 2149 pix + 50 debito | brinde 35 | arredondamento R$ -1
20,02/05/2026,IPHONE 17 256GB LAVANDA NOVO,359973613029086,5300.0,20.0,5050.0,230.0,0,0,4600.0,0,700.0,5300.0,0.0,cartao_credito+troca_aparelho,SIM,IPH 11 128GB BRANCO,700.0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 5300 | 4600 credito (visa 10x (taxa 10.9%)) + 700 troca | brinde 20
21,02/05/2026,APPLE WATCH ULTRA 3 PRETO NOVO,368135794662306,4750.0,0,4400.0,350.0,4750.0,0,0,0,0,4750.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 4750 | 4750 pix
22,02/05/2026,IPHONE 16 PRO MAX 512GB PRETO SEMINOVO,356744605708190,5600.0,25.0,5150.0,425.0,5150.0,0,0,0,0,5150.0,450.0,pix+troca_aparelho,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,SIM,So extraiu: 5150 pix de 5600 → falta R$ 450 sem valor explicito no texto,
23,02/05/2026,IPHONE 15 PRO MAX 256GB NATURAL SEMINOVO,351465642570501,4200.0,10.0,3950.0,240.0,3700.0,0,0,0,500.0,4200.0,0.0,pix+troca_aparelho+pagamento_junto,SIM,IPH XR 64GB PRETO,500.0,SIM,3,13099.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 1/2, total grupo R$ 13,099)",NAO,,grupo 3 (23 e 24): valor da venda = 4200 | 3700 pix + 500 troca = 4200 | grupo R$ 13099
24,02/05/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,350552896576341,8899.0,10.0,8300.0,589.0,6649.0,0,0,0,2250.0,8899.0,0.0,troca_aparelho+pagamento_junto,SIM,IPH 13 PRO MAX 128GB PRETO,2250.0,SIM,3,13099.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,"Pagto junto (Aparelho 2/2, total grupo R$ 13,099)",NAO,,grupo 3 (23 e 24): valor da venda = 8899 | 6649 pix + 2250 troca = 8899 | grupo R$ 13099
25,03/05/2026,IPHONE 11 64GB PRETO SEMINOVO,352923110862460,800.0,0,650.0,150.0,800.0,0,0,0,0,800.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 800 | 800 pix
26,03/05/2026,IPHONE 16 PRO 256GB PRETO SEMINOVO,355515607895768,4700.0,0,4450.0,250.0,4700.0,0,0,0,0,4700.0,0.0,pix,NAO,,0,NAO,,,,Yasmin,e07d4d35-1381-4d4d-914d-8382a7456fdd,ONLINE,4,seminovo,,NAO,,valor da venda = 4700 | 4700 pix
27,03/05/2026,IPHONE 11 PRO 256GB BRANCO SEMINOVO,352834111876179,1200.0,25.0,700.0,475.0,950.0,0,0,0,250.0,1200.0,0.0,pix+troca_aparelho,SIM,IPH XR 64GB,250.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 1200 | 950 pix + 250 troca | brinde 25
28,03/05/2026,BOMBOX 4 PRETA NOVO,TL1876-JP0086246,2350.0,0,2350.0,0,2350.0,0,0,0,0,2350.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2350 | 2350 pix
29,03/05/2026,IPHONE 14 PRO 256GB SEMINOVO,354542503453857,3200.0,25.0,2950.0,225.0,1000.0,0,2200.0,0,0,3200.0,0.0,pix+cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 3200 | 1000 pix + 2200 credito | brinde 25
30,03/05/2026,IPHONE 15 PRO MAX 256Gb SEMINOVO,351306992348280,4300.0,25.0,3950.0,325.0,4300.0,0,0,0,0,4300.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 4300 | 4300 pix | brinde 25
31,03/05/2026,IPAD 11 128GB AMARELO NOVO,D26WC4VMQP,2715.0,150.0,2140.0,425.0,1315.0,1400.0,0,0,0,2715.0,0.0,pix+dinheiro,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2715 | 1315 pix + 1400 dinheiro | brinde 150
32,03/05/2026,IPHONE 14 PRO 128GB ROXO SEMINOVO,357712761232320,3000.0,25.0,2700.0,275.0,0,0,3000.0,0,0,3000.0,0.0,cartao_credito,NAO,,0,NAO,,,,Bianca,b4269e60-eea2-4eba-a34d-db9591e0ec83,CASES,19,seminovo,,NAO,,valor da venda = 3000 | 3000 credito (visa 10x (taxa 10.9%)) | brinde 25
33,03/05/2026,IPHONE 17 PRO MAX 512GB AZUL LACRADO,350552898007873,9280.0,30.0,9050.0,200.0,9280.0,0,0,0,0,9280.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,novo,,NAO,,valor da venda = 9280 | 9280 pix | brinde 30
34,03/05/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,356684163986301,3521.0,25.0,3200.0,296.0,1300.0,0,1630.44,0,0,2930.44,590.56,pix+dinheiro,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,SIM,So extraiu: 1300 pix + 1630.44 credito de 3521 → falta R$ 591 sem valor explicito no texto,
35,03/05/2026,IPHONE 14 128GB AZUL SEMINOVO,358264144532215,2200.0,25.0,2050.0,125.0,0,0,2200.0,0,0,2200.0,0.0,outros,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,NAO,,valor da venda = 2200 | 2200 credito (visa 12x (taxa 12.1%)) | brinde 25
36,03/05/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,353742532615895,3550.0,25.0,3200.0,325.0,3550.0,0,0,0,0,3550.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 3550 | 3550 pix | brinde 25
37,03/05/2026,SAMSUNG TAB S10 FE 128GB CINZA NOVO,R5GL343H0BP,2582.0,95.0,2350.0,137.0,2400.0,0,182.0,0,0,2582.0,0.0,pix+cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 2582 | 2400 pix + 182 credito (visa 1x (taxa 3.9%)) | brinde 95
38,03/05/2026,IPHONE 14 128GB LILAS SEMINOVO,354807376249710,2190.0,25.0,2050.0,115.0,0,2190.0,0,0,0,2190.0,0.0,dinheiro,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 2190 | 2190 dinheiro | brinde 25
39,03/05/2026,IPHONE 13 PRO MAX 256G BRANCO SEMINOVO,351596247157557,3287.0,25.0,2950.0,312.0,2687.0,0,0,0,600.0,3287.0,0.0,pix+troca_aparelho,SIM,IPHONE 11 64GB VERDE,600.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 3287 | 2687 pix + 600 troca | brinde 25
40,05/05/2026,IPHONE 17 256GB PRETO LACRADO,351807178569383,5530.0,25.0,4950.0,555.0,5530.0,0,0,0,0,5530.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,novo,,NAO,,valor da venda = 5530 | 5530 pix | brinde 25
41,05/05/2026,IPHONE 14 256GB PRETO SEMINOVO,353267568818502,2450.0,18.0,2150.0,282.0,2450.0,0,0,0,0,2450.0,0.0,pix,NAO,,0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,seminovo,,NAO,,valor da venda = 2450 | 2450 pix | brinde 18
42,05/05/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,357247252989922,8500.0,0,8300.0,200.0,4500.0,0,0,0,4000.0,8500.0,0.0,pix+troca_aparelho+pagamento_junto,SIM,IPHONE 15 PRO MAX 256GB PRETO,4000.0,SIM,4,16800.0,0,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,"Pagto junto (Aparelho 1/2, total grupo R$ 16,800)",NAO,,grupo 4 (42 e 43): valor da venda = 8500 | 4500 pix + 4000 troca = 8500 | grupo R$ 16800
43,05/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357205981616604,8300.0,0,8100.0,200.0,8300.0,0,0,0,0,8300.0,0.0,pagamento_junto,NAO,,0,SIM,4,16800.0,0,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,"Pagto junto (Aparelho 2/2, total grupo R$ 16,800)",NAO,,grupo 4 (42 e 43): valor da venda = 8300 | 8300 pix = 8300 | grupo R$ 16800
44,05/05/2026,NOTE 15 PRO 5G 256GB AZUL NOVO,860548074484947,1950.0,0,1690.0,260.0,1950.0,0,0,0,0,1950.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 1950 | 1950 pix
45,05/05/2026,REALME C75 5G PRETO 256GB NOVO,862813070179174,1340.0,0,1240.0,100.0,0,0,1340.0,0,0,1340.0,0.0,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 1340 | 1340 credito (visa 4x (taxa 6.7%))
46,05/05/2026,IPHONE 13 128GB PRETO SEMINOVO,351264787086047,2025.0,25.0,1800.0,200.0,0,0,2025.0,0,0,2025.0,0.0,cartao_credito+pagamento_junto,NAO,,0,SIM,5,4050.0,0,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,"Pagto junto (Aparelho 1/2, total grupo R$ 4,050)",NAO,,grupo 5 (46 e 47): valor da venda = 2025 | 2025 credito = 2025 | grupo R$ 4050
47,05/05/2026,IPHONE 13 128GB BRANCO SEMINOVO,351520705483289,2025.0,25.0,1800.0,200.0,0,0,2025.0,0,0,2025.0,0.0,pagamento_junto,NAO,,0,SIM,5,4050.0,0,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,"Pagto junto (Aparelho 2/2, total grupo R$ 4,050)",NAO,,grupo 5 (46 e 47): valor da venda = 2025 | 2025 credito = 2025 | grupo R$ 4050
48,05/05/2026,IPHONE 14 PLUS 128GB PRETO SEMINOVO,359069332647611,2593.0,25.0,2300.0,268.0,2593.0,0,0,0,0,2593.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 2593 | 2593 pix | brinde 25
49,05/05/2026,IPHONE 13 PRO 256GB GRAFIT SEMINOVO,350367272380303,2750.0,25.0,2500.0,225.0,2750.0,0,0,0,0,2750.0,0.0,outros,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 2750 | 2750 pix | brinde 25
50,05/05/2026,IPHONE 15 128GB ROSA SEMINOVO,357395865324357,2900.0,25.0,2750.0,125.0,0,0,0,1200.0,1700.0,2900.0,0.0,cartao_debito+troca_aparelho,SIM,IPHONE 13 128GB ROSA,1700.0,NAO,,,,Yasmin,e07d4d35-1381-4d4d-914d-8382a7456fdd,ONLINE,4,seminovo,,NAO,,valor da venda = 2900 | 1200 debito + 1700 troca | brinde 25
51,05/05/2026,REDMI NOTE 15 5G 256GB PRETO NOVO,865292088798209,1500.0,0,1370.0,130.0,0,400.0,1100.0,0,0,1500.0,0.0,dinheiro+cartao_credito,NAO,,0,NAO,,,,Yasmin,e07d4d35-1381-4d4d-914d-8382a7456fdd,ONLINE,4,novo,,NAO,,valor da venda = 1500 | 400 dinheiro + 1100 credito
52,05/05/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,,6880.0,25.0,6350.0,300.0,4880.0,0,0,0,2000.0,6880.0,0.0,pix+troca_aparelho,SIM,IPH 14 128GB PRETO,2000.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,Sem IMEI,SIM,Sem IMEI,valor da venda = 6880 | 4880 pix + 2000 troca | brinde 25
53,06/05/2026,IPAD 11 128GB 128GB SILVER NOVO,G79XRVF52R,2320.0,10.0,2180.0,130.0,0,0,2320.0,0,0,2320.0,0.0,cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2320 | 2320 credito | brinde 10
54,06/05/2026,IPHONE 15 128GB ROSA SEMINOVO,356054491176662,2960.0,60.0,2750.0,125.0,2960.0,0,0,0,0,2960.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 2960 | 2960 pix | brinde 60
55,06/05/2026,IPHONE 14 PRO MAX 256GB PRETO SEMINOVO,,3590.0,15.0,3200.0,375.0,3190.0,0,0,0,400.0,3590.0,0.0,pix+troca_aparelho,SIM,13 PRO MAX 512GB,400.0,NAO,,,,Bianca,b4269e60-eea2-4eba-a34d-db9591e0ec83,CASES,19,seminovo,Sem IMEI,SIM,Sem IMEI,valor da venda = 3590 | 3190 pix + 400 troca | brinde 15
56,06/05/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,355364280424731,4150.0,0,3950.0,200.0,4150.0,0,0,0,0,4150.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 4150 | 4150 pix
57,06/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,358637628310721,5600.0,25.0,5250.0,325.0,2600.0,0,0,0,3000.0,5600.0,0.0,pix+troca_aparelho,SIM,IPH 15 PRO 128GB NATURAL,3000.0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,BLOCO B,20,seminovo,,NAO,,valor da venda = 5600 | 2600 pix + 3000 troca | brinde 25
58,06/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,354276355652528,5400.0,25.0,5000.0,375.0,5400.0,0,0,0,0,5400.0,0.0,pix,NAO,,0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,BLOCO B,20,seminovo,,NAO,,valor da venda = 5400 | 5400 pix | brinde 25
59,06/05/2026,IPHONR 17E 256GB PRETO NOVO,351961171443417,3800.0,0,3550.0,250.0,0,0,3800.0,0,0,3800.0,0.0,outros,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,novo,,NAO,,valor da venda = 3800 | 3800 credito (visa 12x (taxa 12.1%))
60,06/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,358434702268268,8400.0,0,8150.0,250.0,8400.0,0,0,0,0,8400.0,0.0,pix,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,novo,,NAO,,valor da venda = 8400 | 8400 pix
61,06/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,358434708144554,8400.0,15.0,8100.0,285.0,0,4450.0,0,0,3950.0,8400.0,0.0,dinheiro+troca_aparelho,SIM,IPH 15 PRO MAX 256GB AZUL,3950.0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,novo,,NAO,,valor da venda = 8400 | 4450 dinheiro + 3950 troca | brinde 15
62,06/05/2026,IPHONE 15 128GB PRETO SEMINOVO,359757420449029,3000.0,25.0,2750.0,225.0,2000.0,0,0,0,1000.0,3000.0,0.0,pix+troca_aparelho,SIM,IPH 12 128GB PRETO,1000.0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 3000 | 2000 pix + 1000 troca | brinde 25
63,07/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,351771405550451,8390.0,40.0,8150.0,200.0,8390.0,0,0,0,0,8390.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 8390 | 8390 pix | brinde 40
65,07/05/2026,IPHONE 13 PRO MAX 128GB DOURADO SEMINOVO,354347187764201,2890.0,65.0,2650.0,175.0,2890.0,0,0,0,0,2890.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 2890 | 2890 pix | brinde 65
66,07/05/2026,REDMI NOTE 15 5G 256GB ROXO NOVO,86195070529825,1420.0,0,1360.0,60.0,1420.0,0,0,0,0,1420.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 1420 | 1420 pix
67,07/05/2026,POCO F7 512GB PRATA NOVO,862136074435040,341.0,120.0,2800.0,511.0,1750.0,0,1681.0,0,0,3431.0,-3090.0,pix+cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,SIM,Extracao excede venda em R$ 3090: extraiu 1750 pix + 1681 credito = 3431 > venda 341 → texto descreve pagamento de outros itens,
68,07/05/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,357247253990986,8780.0,10.0,8300.0,470.0,2600.0,0,0,0,6180.0,8780.0,0.0,pix+troca_aparelho,SIM,IPH 14 PRO MAX ROXO 256GB; IPH 15 PRO 256GB NATURAL,6180.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 8780 | 2600 pix + 6180 troca | brinde 10
69,07/05/2026,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,35717750667908,3230.0,205.0,2650.0,375.0,1330.0,0,0,0,1900.0,3230.0,0.0,pix+troca_aparelho,SIM,IPH 12 PRO MAX AZUL,1900.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 3230 | 1330 pix + 1900 troca | brinde 205
70,07/05/2026,IPHONE 17 PRO MAX 512GB AZUL NOVO,351668144729893,9950.0,0,8850.0,1100.0,5250.0,0,0,0,4700.0,9950.0,0.0,pix+troca_aparelho,SIM,IPH 16 PRO MAX 256GB DESERT,4700.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 9950 | 5250 pix + 4700 troca
